ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
17633,"Ronald William ""Ron"" Cameron",M,28,NA,NA,Canada,CAN,1952 Summer,1952,Summer,Helsinki,Rowing,Rowing Men's Coxless Fours,NA
17636,Tracy Cameron,F,33,172,58,Canada,CAN,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Women's Lightweight Double Sculls,Bronze
17678,Alan Campbell,M,21,191,96,Great Britain,GBR,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Quadruple Sculls,NA
17678,Alan Campbell,M,25,191,96,Great Britain,GBR,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Single Sculls,NA
17678,Alan Campbell,M,29,191,96,Great Britain,GBR,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Single Sculls,Bronze
17678,Alan Campbell,M,33,191,96,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Single Sculls,NA
17680,"Andrew Campbell, Jr.",M,24,178,70,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Lightweight Double Sculls,NA
17689,Charles A. Campbell,M,22,NA,NA,Canada,CAN,1936 Summer,1936,Summer,Berlin,Rowing,Rowing Men's Single Sculls,NA
17691,Christine Marie Campbell,F,24,170,68,United States,USA,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Women's Coxed Eights,NA
17708,Gilberto Campbell Campbell,M,24,190,85,Cuba,CUB,1964 Summer,1964,Summer,Tokyo,Rowing,Rowing Men's Coxed Fours,NA
17708,Gilberto Campbell Campbell,M,24,190,85,Cuba,CUB,1964 Summer,1964,Summer,Tokyo,Rowing,Rowing Men's Coxed Eights,NA
17709,Gillian Margaret Campbell,F,31,NA,NA,Australia,AUS,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Women's Double Sculls,NA
17713,Ivor M. Campbell,M,26,170,NA,Canada,CAN,1924 Summer,1924,Summer,Paris,Rowing,Rowing Men's Coxed Eights,Silver
17721,John Alexander Campbell,M,22,188,91,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Rowing,Rowing Men's Coxed Fours,NA
17722,John Alan Campbell,M,21,NA,84,Great Britain,GBR,1920 Summer,1920,Summer,Antwerpen,Rowing,Rowing Men's Coxed Eights,Silver
17738,Neil William Campbell,M,34,193,79,Canada,CAN,1964 Summer,1964,Summer,Tokyo,Rowing,Rowing Men's Coxless Fours,NA
17738,Neil William Campbell,M,38,193,79,Canada,CAN,1968 Summer,1968,Summer,Mexico City,Rowing,Rowing Men's Coxed Eights,NA
17772,Cosimo Teodoro Campioto,M,22,176,78,Italy,ITA,1956 Summer,1956,Summer,Melbourne,Rowing,Rowing Men's Coxed Eights,NA
17789,Guilherme de Oliveira Campos,M,21,186,86,Brazil,BRA,1976 Summer,1976,Summer,Montreal,Rowing,Rowing Men's Coxless Pairs,NA
17813,Jean Joseph Campot,M,25,NA,NA,Socit Nautique de Bayonne,FRA,1912 Summer,1912,Summer,Stockholm,Rowing,Rowing Men's Coxed Eights,NA
17818,Juan Camps Mas,M,NA,NA,NA,Ral-Club Barcelona,ESP,1900 Summer,1900,Summer,Paris,Rowing,Rowing Men's Coxed Fours,NA
17832,Jean Camuset,M,NA,NA,NA,France,FRA,1924 Summer,1924,Summer,Paris,Rowing,Rowing Men's Coxless Fours,NA
17843,Andreu Canals Butcher,M,19,NA,NA,Spain,ESP,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Men's Coxed Eights,NA
17856,Jos Joaquim Cancela,M,NA,NA,NA,Portugal,POR,1948 Summer,1948,Summer,London,Rowing,Rowing Men's Coxed Fours,NA
17859,Sergio Canciani,M,22,200,87,Italy,ITA,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Coxed Eights,NA
17874,douard Candeveau,M,22,NA,NA,Switzerland,SUI,1920 Summer,1920,Summer,Antwerpen,Rowing,Rowing Men's Coxed Pairs,Bronze
17874,douard Candeveau,M,26,NA,NA,Switzerland,SUI,1924 Summer,1924,Summer,Paris,Rowing,Rowing Men's Coxed Pairs,Gold
17874,douard Candeveau,M,30,NA,NA,Switzerland,SUI,1928 Summer,1928,Summer,Amsterdam,Rowing,Rowing Men's Single Sculls,NA
17908,Amilcare Canevari,M,22,NA,NA,Italy,ITA,1928 Summer,1928,Summer,Amsterdam,Rowing,Rowing Men's Coxed Eights,NA
17930,Curtis Ray Canning,M,22,191,89,United States,USA,1968 Summer,1968,Summer,Mexico City,Rowing,Rowing Men's Coxed Eights,NA
17942,Javier Cano Liguori,M,19,NA,NA,Spain,ESP,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Men's Coxed Pairs,NA
17962,Vasco Cantarello,M,24,180,82,Italy,ITA,1960 Summer,1960,Summer,Roma,Rowing,Rowing Men's Coxed Eights,NA
17981,Attilio Cantoni,M,25,182,80,Italy,ITA,1956 Summer,1956,Summer,Melbourne,Rowing,Rowing Men's Coxless Fours,NA
17996,Cao Mianying,F,21,176,71,China,CHN,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Women's Double Sculls,NA
17996,Cao Mianying,F,25,176,71,China,CHN,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Women's Coxless Fours,NA
17996,Cao Mianying,F,25,176,71,China,CHN,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Women's Coxed Eights,NA
17996,Cao Mianying,F,29,176,71,China,CHN,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Women's Double Sculls,Silver
17996,Cao Mianying,F,29,176,71,China,CHN,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Women's Quadruple Sculls,NA
18028,Vincenzo Maria Capelli,M,23,193,96,Italy,ITA,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Coxless Fours,NA
18028,Vincenzo Maria Capelli,M,27,193,96,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxed Eights,NA
18049,Maurice Caplain,M,NA,NA,NA,France,FRA,1928 Summer,1928,Summer,Amsterdam,Rowing,Rowing Men's Double Sculls,NA
18063,Tranquilo Capozzo Zironda,M,30,NA,NA,Argentina,ARG,1948 Summer,1948,Summer,London,Rowing,Rowing Men's Single Sculls,NA
18063,Tranquilo Capozzo Zironda,M,34,NA,NA,Argentina,ARG,1952 Summer,1952,Summer,Helsinki,Rowing,Rowing Men's Double Sculls,Gold
18068,Jrgen Wright Cappelen,M,13,170,47,Norway,NOR,1972 Summer,1972,Summer,Munich,Rowing,Rowing Men's Coxed Fours,NA
18115,Giuseppe Carando,M,20,190,90,Italy,ITA,1984 Summer,1984,Summer,Los Angeles,Rowing,Rowing Men's Coxed Fours,NA
18115,Giuseppe Carando,M,24,190,90,Italy,ITA,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Men's Coxed Fours,NA
18144,Lorenzo Carboncini,M,19,191,91,Italy,ITA,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Men's Coxed Eights,NA
18144,Lorenzo Carboncini,M,23,191,91,Italy,ITA,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Coxless Fours,Silver
18144,Lorenzo Carboncini,M,31,191,91,Italy,ITA,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Coxless Fours,NA
18144,Lorenzo Carboncini,M,35,191,91,Italy,ITA,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Coxless Pairs,NA
18148,Ismael Carbonell Sam,M,21,184,92,Cuba,CUB,1980 Summer,1980,Summer,Moskva,Rowing,Rowing Men's Coxless Fours,NA
18148,Ismael Carbonell Sam,M,21,184,92,Cuba,CUB,1980 Summer,1980,Summer,Moskva,Rowing,Rowing Men's Coxed Eights,NA
18148,Ismael Carbonell Sam,M,33,184,92,Cuba,CUB,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Men's Coxed Pairs,NA
18174,Felipe Crdenas Morales,M,25,183,75,Chile,CHI,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Lightweight Double Sculls,NA
18209,Ronald Edmund Cardwell,M,24,186,77,United States,USA,1956 Summer,1956,Summer,Melbourne,Rowing,Rowing Men's Coxed Fours,NA
18268,Piero Carletto,M,25,189,90,Italy,ITA,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Men's Coxed Eights,NA
18274,Louis Carlier,M,NA,NA,NA,France,FRA,1924 Summer,1924,Summer,Paris,Rowing,Rowing Men's Coxed Eights,NA
18339,Marie Christine Carlsson (-Karlsson),F,26,180,73,Sweden,SWE,1984 Summer,1984,Summer,Los Angeles,Rowing,Rowing Women's Double Sculls,NA
18352,"William H. ""Bill"" Carlucci",M,29,178,73,United States,USA,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Men's Lightweight Coxless Fours,Bronze
18365,Malcolm James Carmichael,M,24,185,80,Great Britain,GBR,1980 Summer,1980,Summer,Moskva,Rowing,Rowing Men's Coxless Pairs,Bronze
18368,Serafino Carminati,M,24,183,81,Italy,ITA,1972 Summer,1972,Summer,Munich,Rowing,Rowing Men's Coxed Eights,NA
18380,Juan Carmona Kopp,M,NA,NA,NA,Chile,CHI,1956 Summer,1956,Summer,Melbourne,Rowing,Rowing Men's Coxed Pairs,NA
18389,Olivia Frances Carnegie-Brown,F,25,181,73,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Coxed Eights,Silver
18417,"Johannes Hendrikus ""Hans"" Caro",M,23,NA,NA,Netherlands,NED,1952 Summer,1952,Summer,Helsinki,Rowing,Rowing Men's Coxed Fours,NA
18431,Sergio Caropreso,M,26,188,85,Italy,ITA,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Men's Coxless Fours,NA
18436,Berit Annika Carow,F,27,171,59,Germany,GER,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Women's Lightweight Double Sculls,NA
18457,Leonard Griswold Carpenter,M,21,187,NA,United States,USA,1924 Summer,1924,Summer,Paris,Rowing,Rowing Men's Coxed Eights,Gold
18472,"William John ""Bill"" Carr",M,23,NA,NA,Vesper Boat Club,USA,1900 Summer,1900,Summer,Paris,Rowing,Rowing Men's Coxed Eights,Gold
18478,Geoffrey Carr,M,26,NA,NA,Thames Rowing Club,GBR,1912 Summer,1912,Summer,Stockholm,Rowing,"Rowing Men's Coxed Fours, Outriggers",Silver
18555,Enrique Carrillo Barnal,M,27,152,50,Cuba,CUB,1980 Summer,1980,Summer,Moskva,Rowing,Rowing Men's Coxed Fours,NA
18555,Enrique Carrillo Barnal,M,27,152,50,Cuba,CUB,1980 Summer,1980,Summer,Moskva,Rowing,Rowing Men's Coxed Eights,NA
18591,Rowan Adams M. Carroll,F,29,178,77,Great Britain,GBR,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Coxed Eights,NA
18617,Wilhelm Emil Carstens,M,31,NA,NA,Favorite Hammonia-3,GER,1900 Summer,1900,Summer,Paris,Rowing,Rowing Men's Coxed Fours,Bronze
18617,Wilhelm Emil Carstens,M,31,NA,NA,Favorite Hammonia-3,GER,1900 Summer,1900,Summer,Paris,Rowing,Rowing Men's Coxed Fours,NA
18618,Bianca Carstensen (-Bech),F,25,179,72,Denmark,DEN,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Quadruple Sculls,NA
18632,Bruce Leonard Andrew Carter,M,25,189,89,Great Britain,GBR,1968 Summer,1968,Summer,Mexico City,Rowing,Rowing Men's Coxed Eights,NA
18660,Stuart Carter,M,17,173,50,Australia,AUS,1976 Summer,1976,Summer,Montreal,Rowing,Rowing Men's Coxed Eights,NA
18668,Maurice Carton,M,NA,NA,NA,Societ Nautique de la Marne,FRA,1900 Summer,1900,Summer,Paris,Rowing,Rowing Men's Coxed Eights,NA
18673,Guglielmo Carubbi,M,19,NA,NA,Italy,ITA,1928 Summer,1928,Summer,Amsterdam,Rowing,Rowing Men's Coxed Eights,NA
18688,Camila de Carvalho e Carvalho,F,27,176,59,Brazil,BRA,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Women's Lightweight Double Sculls,NA
18702,Paulo Carvalho Sattler,M,21,183,83,Uruguay,URU,1956 Summer,1956,Summer,Melbourne,Rowing,Rowing Men's Double Sculls,NA
18702,Paulo Carvalho Sattler,M,25,183,83,Uruguay,URU,1960 Summer,1960,Summer,Roma,Rowing,Rowing Men's Double Sculls,NA
18707,Oswald Armitrage Guy Carver,M,21,NA,78,Cambridge University Boat Club-2,GBR,1908 Summer,1908,Summer,London,Rowing,Rowing Men's Coxed Eights,Bronze
18735,Giancarlo Casalini,M,22,180,79,Italy,ITA,1956 Summer,1956,Summer,Melbourne,Rowing,Rowing Men's Coxed Eights,NA
18735,Giancarlo Casalini,M,26,180,79,Italy,ITA,1960 Summer,1960,Summer,Roma,Rowing,Rowing Men's Coxed Eights,NA
18747,Marcello Casanova,M,NA,NA,NA,Italy,ITA,1924 Summer,1924,Summer,Paris,Rowing,Rowing Men's Coxed Fours,NA
18750,Patrick Casanova Moroni,M,19,188,86,Italy,ITA,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Men's Coxed Eights,NA
18776,Yuleidys Cascaret Iznaga,M,25,189,90,Cuba,CUB,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Single Sculls,NA
18776,Yuleidys Cascaret Iznaga,M,29,189,90,Cuba,CUB,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Quadruple Sculls,NA
18783,Gioacchino Cascone,M,28,191,95,Italy,ITA,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Coxed Eights,NA
18800,Helen Mary Casey,F,30,167,58,Great Britain,GBR,2004 Summer,2004,Summer,Athina,Rowing,Rowing Women's Lightweight Double Sculls,NA
18800,Helen Mary Casey,F,34,167,58,Great Britain,GBR,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Women's Lightweight Double Sculls,NA
18808,Sean Casey,M,30,192,98,Ireland,IRL,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Coxless Fours,NA
18812,"Richard Marshall Cashin, Jr.",M,23,193,93,United States,USA,1976 Summer,1976,Summer,Montreal,Rowing,Rowing Men's Coxed Eights,NA
18824,Vojtch Caska,M,22,185,85,Czechoslovakia,TCH,1976 Summer,1976,Summer,Montreal,Rowing,Rowing Men's Coxless Pairs,NA
18824,Vojtch Caska,M,26,185,85,Czechoslovakia,TCH,1980 Summer,1980,Summer,Moskva,Rowing,Rowing Men's Coxless Fours,NA
18864,Sherry R. Cassuto,F,31,175,74,United States,USA,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Women's Quadruple Sculls,NA
18870,Matteo Castaldo,M,30,188,86,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxless Fours,Bronze
18891,Sipke Taeke Castelein,M,23,193,77,Netherlands,NED,1964 Summer,1964,Summer,Tokyo,Rowing,Rowing Men's Coxless Fours,NA
18914,Nino Castelli,M,NA,NA,NA,Italy,ITA,1920 Summer,1920,Summer,Antwerpen,Rowing,Rowing Men's Single Sculls,NA
18918,Enrique Castell de Chiclana,M,22,173,64,Spain,ESP,1960 Summer,1960,Summer,Roma,Rowing,Rowing Men's Coxed Pairs,NA
18951,Jorge Castillo Flores,M,29,181,66,Mexico,MEX,1968 Summer,1968,Summer,Mexico City,Rowing,Rowing Men's Coxed Fours,NA
18985,Armando Castro,M,15,161,52,Mexico,MEX,1968 Summer,1968,Summer,Mexico City,Rowing,Rowing Men's Coxed Pairs,NA
19015,Mario Castro,M,23,NA,NA,Chile,CHI,1984 Summer,1984,Summer,Los Angeles,Rowing,Rowing Men's Coxed Eights,NA
19030,Antonio Casuar,M,NA,NA,NA,Italy,ITA,1956 Summer,1956,Summer,Melbourne,Rowing,Rowing Men's Coxed Eights,NA
19043,Romolo Catasta,M,25,NA,NA,Italy,ITA,1948 Summer,1948,Summer,London,Rowing,Rowing Men's Single Sculls,Bronze
19047,Dale Caterson,M,27,160,50,Australia,AUS,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Men's Coxed Eights,NA
19048,Valeria Ctescu (Avram-),F,26,175,76,Romania,ROU,1980 Summer,1980,Summer,Moskva,Rowing,Rowing Women's Coxed Fours,NA
19068,Antonio Cattalinich,M,29,NA,NA,Italy,ITA,1924 Summer,1924,Summer,Paris,Rowing,Rowing Men's Coxed Eights,Bronze
19069,Francesco Cattalinich,M,32,NA,NA,Italy,ITA,1924 Summer,1924,Summer,Paris,Rowing,Rowing Men's Coxed Eights,Bronze
19070,Simeone Cattalinich,M,34,NA,NA,Italy,ITA,1924 Summer,1924,Summer,Paris,Rowing,Rowing Men's Coxed Eights,Bronze
19094,Jean Baptiste Albert Joseph Cau,M,25,NA,NA,Cercle de l'Aviron Roubaix-4,FRA,1900 Summer,1900,Summer,Paris,Rowing,Rowing Men's Coxed Fours,Gold
19094,Jean Baptiste Albert Joseph Cau,M,25,NA,NA,Cercle de l'Aviron Roubaix-4,FRA,1900 Summer,1900,Summer,Paris,Rowing,Rowing Men's Coxed Fours,NA
19101,Mariano Cauln Bujanda,M,22,180,83,Uruguay,URU,1960 Summer,1960,Summer,Roma,Rowing,Rowing Men's Double Sculls,NA
19101,Mariano Cauln Bujanda,M,26,180,83,Uruguay,URU,1964 Summer,1964,Summer,Tokyo,Rowing,Rowing Men's Coxless Pairs,NA
19116,Osvaldo Cavagnaro,M,22,180,78,Argentina,ARG,1960 Summer,1960,Summer,Roma,Rowing,Rowing Men's Coxed Pairs,NA
19171,"Gilbert Mervyn ""Gil"" Cawood",M,28,183,83,New Zealand,NZL,1968 Summer,1968,Summer,Mexico City,Rowing,Rowing Men's Coxed Eights,NA
19187,"Philip Arthur ""Phil"" Cayzer",M,30,NA,NA,Australia,AUS,1952 Summer,1952,Summer,Helsinki,Rowing,Rowing Men's Coxed Eights,Bronze
19188,Angela Cazac,F,25,184,75,Romania,ROU,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Women's Coxless Pairs,NA
19189,Liliana Cazac,F,20,NA,NA,Romania,ROU,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Women's Coxless Pairs,NA
19209,Petre Ceapura,M,26,188,94,Romania,ROU,1968 Summer,1968,Summer,Mexico City,Rowing,Rowing Men's Coxed Fours,NA
19209,Petre Ceapura,M,30,188,94,Romania,ROU,1972 Summer,1972,Summer,Munich,Rowing,Rowing Men's Coxed Pairs,Bronze
19209,Petre Ceapura,M,38,188,94,Romania,ROU,1980 Summer,1980,Summer,Moskva,Rowing,Rowing Men's Coxed Pairs,NA
19235,Alberto Cecchi,M,28,165,54,Italy,ITA,1972 Summer,1972,Summer,Munich,Rowing,Rowing Men's Coxed Fours,NA
19246,"Donovan ""Donnie"" Cech",M,26,198,91,South Africa,RSA,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Coxless Pairs,NA
19246,"Donovan ""Donnie"" Cech",M,30,198,91,South Africa,RSA,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Coxless Pairs,Bronze
19283,Mario Cejas,M,34,181,75,Argentina,ARG,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Lightweight Double Sculls,NA
19293,Zlatko Celent,M,23,197,95,Yugoslavia,YUG,1976 Summer,1976,Summer,Montreal,Rowing,Rowing Men's Coxless Pairs,NA
19293,Zlatko Celent,M,28,197,95,Yugoslavia,YUG,1980 Summer,1980,Summer,Moskva,Rowing,Rowing Men's Coxed Pairs,Bronze
19293,Zlatko Celent,M,32,197,95,Yugoslavia,YUG,1984 Summer,1984,Summer,Los Angeles,Rowing,Rowing Men's Coxed Pairs,NA
19293,Zlatko Celent,M,36,197,95,Yugoslavia,YUG,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Men's Coxed Fours,NA
19356,Gastone Cerato,M,NA,NA,NA,Italy,ITA,1924 Summer,1924,Summer,Paris,Rowing,Rowing Men's Coxed Fours,NA
19367,Miguel A. Cerda Silva,M,30,178,71,Chile,CHI,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Lightweight Coxless Fours,NA
19389,Petr ermk,M,21,190,79,Czechoslovakia,TCH,1964 Summer,1964,Summer,Tokyo,Rowing,Rowing Men's Coxed Eights,Bronze
19389,Petr ermk,M,25,190,79,Czechoslovakia,TCH,1968 Summer,1968,Summer,Mexico City,Rowing,Rowing Men's Coxed Eights,NA
19428,Tomas A. Cerrutti,M,NA,NA,NA,Argentina,ARG,1924 Summer,1924,Summer,Paris,Rowing,Rowing Men's Coxed Eights,NA
19436,Riccardo Cerutti,M,26,NA,NA,Italy,ITA,1948 Summer,1948,Summer,London,Rowing,Rowing Men's Coxed Fours,NA
19442,Jos Vctor Cervantes Oropeza,M,20,185,78,Mexico,MEX,1968 Summer,1968,Summer,Mexico City,Rowing,Rowing Men's Coxed Eights,NA
19456,Giorgio Cesana,M,14,NA,NA,Bucintoro Venezia-1,ITA,1906 Summer,1906,Summer,Athina,Rowing,Rowing Men's Coxed Pairs (1 kilometres),Gold
19456,Giorgio Cesana,M,14,NA,NA,Bucintoro Venezia,ITA,1906 Summer,1906,Summer,Athina,Rowing,Rowing Men's Coxed Pairs (1 mile),Gold
19456,Giorgio Cesana,M,14,NA,NA,Bucintoro Venezia,ITA,1906 Summer,1906,Summer,Athina,Rowing,Rowing Men's Coxed Fours,Gold
19459,Emilio Cesarana,M,NA,NA,NA,Barion/Bari-2,ITA,1906 Summer,1906,Summer,Athina,Rowing,Rowing Men's Coxed Pairs (1 kilometres),Silver
19515,Benjamin Chabanet,M,23,189,85,France,FRA,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Quadruple Sculls,NA
19518,Wiktor Chabel,M,30,192,98,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Quadruple Sculls,NA
19608,Vclav Chalupa,M,25,186,96,Czechoslovakia,TCH,1960 Summer,1960,Summer,Roma,Rowing,Rowing Men's Coxed Pairs,NA
19608,Vclav Chalupa,M,29,186,96,Czechoslovakia,TCH,1964 Summer,1964,Summer,Tokyo,Rowing,Rowing Men's Coxed Pairs,NA
19610,"Vclav Chalupa, Jr.",M,20,194,100,Czechoslovakia,TCH,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Men's Quadruple Sculls,NA
19610,"Vclav Chalupa, Jr.",M,24,194,100,Czechoslovakia,TCH,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Men's Single Sculls,Silver
19610,"Vclav Chalupa, Jr.",M,28,194,100,Czech Republic,CZE,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Men's Single Sculls,NA
19610,"Vclav Chalupa, Jr.",M,32,194,100,Czech Republic,CZE,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Single Sculls,NA
19610,"Vclav Chalupa, Jr.",M,36,194,100,Czech Republic,CZE,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Single Sculls,NA
19610,"Vclav Chalupa, Jr.",M,40,194,100,Czech Republic,CZE,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Coxless Pairs,NA
19634,Peter Chambers,M,22,186,72,Great Britain,GBR,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Lightweight Coxless Fours,Silver
19634,Peter Chambers,M,26,186,72,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Lightweight Coxless Fours,NA
19636,Richard Scott Chambers,M,23,183,74,Great Britain,GBR,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Lightweight Coxless Fours,NA
19636,Richard Scott Chambers,M,27,183,74,Great Britain,GBR,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Lightweight Coxless Fours,Silver
19636,Richard Scott Chambers,M,31,183,74,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Lightweight Double Sculls,NA
19729,Charles Chandler,M,21,190,83,United States,USA,1932 Summer,1932,Summer,Los Angeles,Rowing,Rowing Men's Coxed Eights,Gold
19731,Edward Charles Chandler,M,22,NA,NA,Great Britain,GBR,1924 Summer,1924,Summer,Paris,Rowing,Rowing Men's Coxed Eights,NA
19807,Chantriaux,M,NA,NA,NA,Societ Nautique de la Marne,FRA,1900 Summer,1900,Summer,Paris,Rowing,Rowing Men's Coxed Eights,NA
19827,Thibaud Chapelle,M,23,175,72,France,FRA,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Lightweight Double Sculls,Bronze
19842,Ernest William Chapman,M,26,NA,NA,Australia,AUS,1952 Summer,1952,Summer,Helsinki,Rowing,Rowing Men's Coxed Eights,Bronze
19847,James Jonathan Chapman,M,28,190,92,Australia,AUS,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Coxed Eights,NA
19847,James Jonathan Chapman,M,32,190,92,Australia,AUS,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Coxless Fours,Silver
19851,"Susan Claire ""Sue"" Chapman (-Popa)",F,21,177,75,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Rowing,Rowing Women's Coxed Fours,Bronze
19875,Germain Louis Marcel Chardin,M,25,195,90,France,FRA,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Coxless Fours,Bronze
19875,Germain Louis Marcel Chardin,M,29,195,90,France,FRA,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Coxless Pairs,Silver
19875,Germain Louis Marcel Chardin,M,33,195,90,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxless Pairs,NA
19910,Otto Charlet,M,27,NA,NA,Berliner Ruderclub Sport-Borussia-1,GER,1912 Summer,1912,Summer,Stockholm,Rowing,Rowing Men's Coxed Eights,NA
19913,Marcel Charletoux,M,22,NA,NA,France,FRA,1936 Summer,1936,Summer,Berlin,Rowing,Rowing Men's Coxed Eights,NA
19917,Charlot,M,NA,NA,NA,Cercle de l'Aviron Roubaix-4,FRA,1900 Summer,1900,Summer,Paris,Rowing,Rowing Men's Coxed Fours,Gold
19917,Charlot,M,NA,NA,NA,Cercle de l'Aviron Roubaix-4,FRA,1900 Summer,1900,Summer,Paris,Rowing,Rowing Men's Coxed Fours,NA
19923,"Thomas Jackson ""Tom"" Charlton, Jr.",M,22,183,81,United States,USA,1956 Summer,1956,Summer,Melbourne,Rowing,Rowing Men's Coxed Eights,Gold
19979,Roger Chatelain,M,22,187,84,France,FRA,1964 Summer,1964,Summer,Tokyo,Rowing,Rowing Men's Coxless Fours,NA
19979,Roger Chatelain,M,26,187,84,France,FRA,1968 Summer,1968,Summer,Mexico City,Rowing,Rowing Men's Coxless Pairs,NA
19989,Renee Chatterton,F,22,185,78,Australia,AUS,2012 Summer,2012,Summer,London,Rowing,Rowing Women's Coxed Eights,NA
20014,Virginie Chauvel,F,22,186,79,France,FRA,2004 Summer,2004,Summer,Athina,Rowing,Rowing Women's Coxless Pairs,NA
20020,Marcel Chauvign,M,24,NA,NA,France,FRA,1936 Summer,1936,Summer,Berlin,Rowing,Rowing Men's Coxed Fours,Bronze
20038,Armando Chvez,M,29,190,86,Mexico,MEX,1984 Summer,1984,Summer,Los Angeles,Rowing,Rowing Men's Double Sculls,NA
20041,Daniel Chvez Cepeda,M,22,180,74,Mexico,MEX,1968 Summer,1968,Summer,Mexico City,Rowing,Rowing Men's Coxed Fours,NA
20091,Mario Checcacci,M,27,NA,NA,Italy,ITA,1936 Summer,1936,Summer,Berlin,Rowing,Rowing Men's Coxed Eights,Silver
20129,Adriana Chelariu-Bazon,F,21,181,81,Romania,ROU,1984 Summer,1984,Summer,Los Angeles,Rowing,Rowing Women's Coxed Eights,Silver
20129,Adriana Chelariu-Bazon,F,25,181,81,Romania,ROU,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Women's Coxed Fours,Bronze
